first_inspection,name,cuisine,borough,building,street,zipcode,phone,camis,website,domain,email,all_emails
2026-05-13,TRE SORELLE,Italian,Manhattan,61,Reade Street,10007,2126191080,50180286,http://www.tresorellenyc.com/,tresorellenyc.com,,
2026-05-13,THE COPPOLA CAFE,Coffee/Tea,Manhattan,171,West    4 Street,10014,9294309955,50182369,,,,
2026-05-13,MITANI NEW YORK,Japanese,Manhattan,455,Madison Avenue,10022,2125183276,50185488,,,,
2026-05-13,THE GEM SALOON,American,Manhattan,375,3 Avenue,10016,6466127757,50176355,http://www.thegemsaloonnyc.com/,thegemsaloonnyc.com,,
2026-05-12,BARLUME,Mediterranean,Manhattan,900,Broadway,10003,2069200167,50161512,https://barlume.com/,barlume.com,,
2026-05-12,ART MIDTOWN,American,Manhattan,351,West   38 Street,10018,7726963085,50152974,https://artrooftops.com/location/midtown/,artrooftops.com,,
2026-05-12,HIGH BAR ROOF TOP,American,Manhattan,350,West   40 Street,10018,9297970375,50170026,https://www.highbarnyc.co/,highbarnyc.co,,
2026-05-12,BENJI'S BUNS,Bakery Products/Desserts,Manhattan,122,Christopher Street,10014,6465038883,50174096,https://www.benjisbuns.com/,benjisbuns.com,,
2026-05-12,BUDDY'S,American,Manhattan,354,3 Avenue,10010,9175432948,50177553,https://www.buddysnyc.com/,buddysnyc.com,,
2026-05-12,SUSHI KING,Japanese,Manhattan,151,Allen Street,10002,6464100024,50183302,https://www.doordash.com/store/sushi-king-new-york-41604573/102005146/?pickup=true&utm_campaign=gpa,doordash.com,,
2026-05-12,BISTROT 3 TOROS,French,Manhattan,2026,2 Avenue,10029,3473238164,50183486,https://www.bistrot3toros.com/,bistrot3toros.com,,
2026-05-12,CHOPPED PARSLEY,Japanese,Manhattan,1730,Amsterdam Avenue,10031,9172884229,50185134,https://instagram.com/choppedparsley?igshid=YmMyMTA2M2Y=,instagram.com,,
2026-05-11,SEVEN FISH CUISINE,Chinese,Brooklyn,782,47 Street,11220,6462363392,50173456,https://suanxiaoqibk.com/,suanxiaoqibk.com,,
2026-05-11,BURGER KING,American,Brooklyn,1412,Myrtle Avenue,11237,5167671472,50181082,https://burgerking.com/store-locator/store/1898,burgerking.com,,
2026-05-11,ROLLCRAFT,Japanese,Manhattan,77,East   10 Street,10003,2018931848,50182448,,,,
2026-05-11,PHO TABLE,Asian/Asian Fusion,Brooklyn,1870,86 Street,11214,5157706076,50173251,https://photablerestaurants.com/,photablerestaurants.com,,
2026-05-11,JR VALLE RESTAURANT,Latin American,Manhattan,1944,Amsterdam Avenue,10032,9172570925,50183671,,,,
2026-05-11,PUNJABI CHAAP CORNER,Indian,Manhattan,110,Lexington Avenue,10016,5164987415,50178834,https://punjabichaapcorner.us/,punjabichaapcorner.us,,
2026-05-11,Aris pizza,Pizza,Brooklyn,4414,5 Avenue,11220,9176782129,50181036,http://arispizzany.com/?utm_source=gbp,arispizzany.com,,
2026-05-11,SHAH'S HALAL FOOD,Other,Brooklyn,1611,Broadway,11207,9173461436,50175963,https://www.shahshalalfood.com/,shahshalalfood.com,,
2026-05-09,THE G.O.A.T,Middle Eastern,Brooklyn,1726,Jerome Avenue,11235,7186761221,50170643,https://thegoat.love/,thegoat.love,,
2026-05-08,DUNKIN/MICHAEL H. OLLIS FERRY BOATS TAVERN,Coffee/Tea,Manhattan,4,South Street,10004,9292789304,50183447,https://locations.dunkindonuts.com/en/ny/new-york/4-south-street/366343?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=366343&y_source=1_MjAyMTk5NzYzOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,locations.dunkindonuts.com,,
2026-05-07,INDIA HOUSE,Other,Brooklyn,586,Nostrand Avenue,11216,6315327376,50181014,,,,
2026-05-07,TERA MERA,Indian,Brooklyn,272,Court Street,11231,9176222276,50169121,https://teramerabk.com/,teramerabk.com,,
2026-05-07,BLOSSOM KITCHEN,Other,Brooklyn,707,Nostrand Avenue,11216,7184931375,50176807,https://blossomkitchens.com/,blossomkitchens.com,,
2026-05-07,CANTINA ROOFTOP,Mexican,Manhattan,605,West   48 Street,10036,2129571800,41691166,http://cantinarooftop.com/,cantinarooftop.com,,
2026-05-07,HUDSON VU ROOFTOP (INK 48 HOTEL),American,Manhattan,653,11 Avenue,10036,9296007503,50163669,https://www.ink48.com/,ink48.com,,
2026-05-07,ASPHALT GREEN CAFE,American,Manhattan,555,East   90 Street,10128,7182084051,50172531,http://www.asphaltgreen.org/,asphaltgreen.org,,
2026-05-07,DRAGON CITY,Chinese,Brooklyn,4017,Avenue U,11234,3473746886,50182234,http://dragoncity4017.restaurant888.com/,dragoncity4017.restaurant888.com,,
2026-05-07,MADO RESTAURANT DU MONDE,African,Manhattan,2046,Adam Clayton Powell Jr Boulevard,,6465933098,50179702,,,,
2026-05-07,ROKSTAR CHICKEN,Chicken,Manhattan,52,East    8 Street,10003,6467915766,50183153,https://rokstarchicken.com/,rokstarchicken.com,,
2026-05-07,BROOKLYN CAFE & EATERY,American,Brooklyn,5922,Avenue N,11234,7182092246,50184188,http://brooklyncafe.nyc/,brooklyncafe.nyc,,
2026-05-07,EGGCELLENT TACOS,Mexican,Manhattan,400,Audubon Avenue,10033,7186832017,50181730,,,,
2026-05-06,MIXED INGREDIENTS,Coffee/Tea,Manhattan,71,Orchard Street,10002,3476804361,50177493,https://www.instagram.com/mixed.ingrdnts,instagram.com,,
2026-05-06,SWEET & FAVORITE CAKE SHOP,Bakery Products/Desserts,Brooklyn,2224,Avenue X,11235,9296341153,50179188,https://sweet-favorite.com/,sweet-favorite.com,,
2026-05-06,PIZZA POINT,Pizza,Manhattan,123,Nagle Avenue,10040,9292789945,50181025,http://pizzapointny.com/,pizzapointny.com,,
2026-05-06,HOM CAFE & WINE,Asian/Asian Fusion,Brooklyn,72,7 Avenue,11217,6315684754,50172946,http://www.sipathom.com/,sipathom.com,,
2026-05-06,HAPPY SANDWICH & DRINK,Sandwiches,Brooklyn,43,Hicks Street,11201,6466762170,50177739,,,,
2026-05-06,COLBO,Coffee/Tea,Manhattan,51,Orchard Street,10002,6466827944,50172081,https://colbo.nyc/,colbo.nyc,,
2026-05-06,FERMENTO,Pizza,Manhattan,226,Varick Street,10014,6464762260,50177809,https://www.fermentonyc.com/,fermentonyc.com,,
2026-05-06,CAFE AT THE BROOKLYN MUSEUM,Other,Brooklyn,200,Eastern Parkway,11238,2123376092,50175667,https://www.brooklynmuseum.org/,brooklynmuseum.org,,
2026-05-06,HOUSE OF DOMES,Italian,Manhattan,64,Charlton Street,10014,2122063766,50174342,https://houseofdomesnyc.com/,houseofdomesnyc.com,,
2026-05-06,SAMA'ZA,Pizza,Manhattan,370,West   51 Street,10019,2129330260,50182334,https://www.sama-za.com/,sama-za.com,,
2026-05-05,WATCHHOUSE COFFEE,Coffee/Tea,Manhattan,405,Lexington Avenue,10174,6465134121,50171319,https://watchhouse.com/en-us/blogs/locations/chrysler-building,watchhouse.com,,
2026-05-05,TAWNY,American,Manhattan,173,Henry Street,10002,9087701278,50172639,http://www.tawny.nyc/,tawny.nyc,,
2026-05-05,King Wok,Chinese,Brooklyn,3510,Nostrand Avenue,11229,7186152117,50174553,,,,
2026-05-05,POPS PIZZA,Pizza,Manhattan,975,8 Avenue,10019,5168497766,50182309,http://popspizzasmenu.com/,popspizzasmenu.com,,
2026-05-05,FRIED RICE KING,Other,Manhattan,230,Park Avenue,10169,9295715173,50169939,,,,
2026-05-05,LA LUZ DEL PUENTE,Latin American,Brooklyn,231,South    4 Street,11211,7183875111,50175254,,,,
2026-05-05,GREY DOG,American,Manhattan,304,West   56 Street,10019,6462595375,50179209,https://www.thegreydog.com/location/columbus-circle/,thegreydog.com,,
2026-05-05,LUCI'S CAFE,Other,Brooklyn,1183,Bedford Avenue,11216,3476929579,50180727,,,,
2026-05-05,HALAL MUNCHIES,Sandwiches,Manhattan,1810,3 Avenue,10029,9298901198,50181493,https://www.halalmunchiesus.com/3rd-ave-ny,halalmunchiesus.com,,
2026-05-05,MCDONALD'S,American,Manhattan,4259,Broadway,10033,2013940399,50183864,https://www.mcdonalds.com/us/en-us/location/NY/NEW-YORK/4259-BROADWAY/2970.html?cid=RF:YXT:GMB::Clicks,mcdonalds.com,,
2026-05-05,BEST WESTERN PREMIER,American,Manhattan,50,West   36 Street,10018,6318334030,50166684,https://www.bestwestern.com/en_US/book/hotel-rooms.33152.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:33152,bestwestern.com,,
2026-05-05,XI'AN FAMOUS FOODS,Chinese,Manhattan,62,Fulton Street,10038,6462098242,50182125,http://xianfoods.com/,xianfoods.com,,
2026-05-05,OLD HOMESTEAD,American,Manhattan,56,9 Avenue,10011,2122429040,40364715,https://www.theoldhomesteadsteakhouse.com/,theoldhomesteadsteakhouse.com,,
2026-05-05,YAWNING COBRA,American,Manhattan,356,Bowery,10012,6463703094,50173916,http://www.yawningcobranyc.com/,yawningcobranyc.com,,
2026-05-05,AVE J PIZZA,Jewish/Kosher,Brooklyn,1312,Avenue J,11230,7183388156,50179033,http://www.avejpizza.com/,avejpizza.com,,
2026-05-05,JOSEPH BROTHERS AT THE HUGH,American,Manhattan,601,Lexington Avenue,10022,6465267262,50179563,https://thehughnyc.com/restaurants/joseph-brothers,thehughnyc.com,,
2026-05-05,UNCLE ROGERS BAR/LACEY BURGER,Other,Brooklyn,704,Nostrand Avenue,11216,9494005179,50180884,,,,
2026-05-05,MISS YOLO'S TACOS,Mexican,Manhattan,230,Park Avenue,10169,6462665642,50154567,https://www.missyolostacos.com/,missyolostacos.com,,
2026-05-04,DUE FRATELLI,Pizza,Brooklyn,135,Wyckoff Avenue,11237,6318759544,50175193,http://duefratellifh.com/,duefratellifh.com,,
2026-05-04,SAAMO CAFE,Eastern European,Brooklyn,2568,86 Street,11214,7186761266,50175912,,,,
2026-05-04,CORNER BAR / SWAN ROOM,New American,Manhattan,54,Canal Street,10002,2106675921,50177069,http://cornerbarnyc.com/,cornerbarnyc.com,,
2026-05-04,LADY MOO MOO,Frozen Desserts,Brooklyn,1206,Halsey Street,11207,6464436786,50178971,http://www.ladymoomoo.com/,ladymoomoo.com,,
2026-05-04,BURGER KING,Sandwiches/Salads/Mixed Buffet,Manhattan,620,West  181 Street,10033,7187360999,50181134,,,,
2026-05-04,BEFINE CHA,Chinese,Manhattan,67,Bayard Street,10013,4699806788,50168389,,,,
2026-05-04,GENKI EAST OMAKASE,Japanese,Manhattan,111,Stanton Street,10002,6466675511,50174290,,,,
2026-05-04,THE BROTHERS CARIBBEAN RESTAURANT,Other,Brooklyn,213,Schenectady Avenue,11213,8454285640,50177488,https://the-brothers-caribbean-brooklyn.cloveronline.com/,the-brothers-caribbean-brooklyn.cloveronline.com,,
2026-05-04,PAISA PICAPOLLO,Latin American,Manhattan,501,West  167 Street,10032,7187175655,50179015,http://picapollo809.com/,picapollo809.com,,
2026-05-04,APOLLO 590 CAFE,American,Manhattan,590,Madison Avenue,10022,5166506016,50183478,http://www.590madisonavenue.com/,590madisonavenue.com,,
2026-05-04,HOLY SCHNITZEL,Sandwiches/Salads/Mixed Buffet,Brooklyn,819,Avenue U,11223,8629305180,50174789,https://www.holyschnitzel.com/locations/sheepshead-bay-ny,holyschnitzel.com,,
2026-05-04,CORNER BISTRO EAST,American,Manhattan,94,Avenue A,10009,9173882198,50174794,,,,
2026-05-04,HAUNGQI FISH BALLS INC,Chinese,Brooklyn,5221,Fort Hamilton Parkway,11219,3473951575,50176653,https://order.mealkeyway.com/customer/release/index?mid=655738664c56374d70714e4f4e6978656e79386f4d773d3d#/main,order.mealkeyway.com,,
2026-05-04,Gotham City Billiards,American,Brooklyn,93,Avenue U,11223,3478825862,50179939,http://www.gothamcitybilliards.com/,gothamcitybilliards.com,,
2026-05-04,COFFEECCINO,Turkish,Brooklyn,1206,Avenue U,11229,7184907779,50183405,https://www.instagram.com/coffeccino_nyc?igsh=MWd3YTZyanc3b3kxOQ==&utm_source=qr,instagram.com,,
2026-05-04,MANOLO TAPAS RESTAURANT,Tapas,Manhattan,4161,Broadway,10033,2129239100,41454995,http://www.manolotapas.net/,manolotapas.net,,
2026-05-04,VICTORIA PIZZA,Pizza,Brooklyn,2716,Gerritsen Avenue,11229,9179743116,50171360,https://www.victoriapizzabk.com/,victoriapizzabk.com,,
2026-05-04,GOLDEN STEAMER,Chinese,Brooklyn,1964,86 Street,11214,7189967888,50176674,,,,
2026-05-04,Q&I Bakery,Chinese,Brooklyn,6516,11 Avenue,11219,7182382638,50180948,,,,
2026-05-04,MR. BROADWAY,Jewish/Kosher,Brooklyn,1776,Ocean Avenue,11230,7186004499,50181553,https://www.mrbroadwaynyc.com/,mrbroadwaynyc.com,,
2026-05-04,HALSEY GRILL TAKEOUT,American,Brooklyn,2912,Beverley Rd,11226,3474968448,50183612,,,,
2026-05-02,PEP BAKEHOUSE & COFFEE SHOP,Other,Brooklyn,9413,3 Avenue,11209,6462439473,50175822,http://pepbakery.com/,pepbakery.com,,
2026-05-02,JOE'S STEAM RICE ROLL,Chinese,Brooklyn,774,58 Street,11220,7182101668,50176704,https://pos.chowbus.com/online-ordering/store/Joe-Rice-Noodle-Brooklyn/22503,pos.chowbus.com,,
2026-05-02,QAHWAH HOUSE COFFEE,Other,Brooklyn,8602,4 Avenue,11209,9293929442,50166119,https://qahwahhouse.com/,qahwahhouse.com,,
2026-05-02,MOMMY'S BAR,American,Brooklyn,323,Graham Avenue,11211,4258941293,50164461,https://www.mommysbar.com/,mommysbar.com,,
2026-05-02,BAYRIDGE FISH MARKET,Other,Brooklyn,7608,3 Avenue,11209,3478601392,50174088,https://bayridgefishmarket.com/,bayridgefishmarket.com,,
2026-05-02,ABEJA COFFEE,Coffee/Tea,Brooklyn,349,Scholes Street,11206,9178337080,50180959,https://www.abejacoffee.com/,abejacoffee.com,,
2026-05-02,HYDERABAD PERI PERI,Indian,Brooklyn,804,Grand St,11211,9174975594,50179593,https://hyderabadperiperi.com/,hyderabadperiperi.com,,
2026-05-02,MOONRISE BAKEHOUSE,Bakery Products/Desserts,Brooklyn,906,40 Street,11219,7184391928,50100574,http://www.moonrisebakehouse.com/,moonrisebakehouse.com,,
2026-05-01,CRAFTED HALAL,Mediterranean,Brooklyn,86,Bushwick Avenue,11211,3472234720,50177751,,,,
2026-05-01,SWEET & FAVORITE CAKE SHOP,Fusion,Brooklyn,2109,Avenue U,11229,9296341153,50178805,https://sweet-favorite.com/,sweet-favorite.com,,
2026-05-01,OBERON,American,Brooklyn,482,Driggs Avenue,11211,9173927850,50177199,https://oberon.nyc/,oberon.nyc,,
2026-05-01,SONNYBOY,Australian,Manhattan,65,Rivington Street,10002,9172734865,50156068,https://www.sonnyboynyc.com/,sonnyboynyc.com,,
2026-05-01,MATTER,Salads,Manhattan,170,Crosby Street,10012,6465656976,50175978,https://matterformula.com/,matterformula.com,,
2026-05-01,TAQUERIA EL CHATO,Mexican,Manhattan,120,Macdougal Street,10012,3475856531,50175227,https://taqueriaelchato.nyc/,taqueriaelchato.nyc,,
2026-05-01,LA TIENDA,Sandwiches,Brooklyn,5409,4 Avenue,11220,3472234501,50177377,,,,
2026-05-01,FLUFFIES HOT CHICKEN,American,Manhattan,66,West  125 Street,10027,9175457292,50183810,https://www.fluffieshotchicken.com/,fluffieshotchicken.com,,
2026-05-01,BROOKLYN FRENCH BAKERS,Bakery Products/Desserts,Brooklyn,41,Flatbush Avenue,11217,3475378638,50180406,,,,
2026-05-01,BALERA,Pizza,Brooklyn,442,Graham Avenue,11211,3473842188,50182709,https://www.balerabk.com/,balerabk.com,,
2026-04-30,RYRY'S,Other,Brooklyn,1140,Utica Avenue,11203,9176155981,50167590,http://uticatakeout.com/,uticatakeout.com,,
2026-04-30,BABBO,Italian,Manhattan,110,Waverly Place,10011,2127770303,50176258,https://babbonyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,babbonyc.com,,
2026-04-30,SAKURA JAPAN,Asian/Asian Fusion,Brooklyn,587,Wilson Avenue,11207,3473228640,50180700,https://sakurajapannyc.com/,sakurajapannyc.com,,
2026-04-30,STEAK STREET,Steakhouse,Manhattan,642,Lexington Avenue,10022,6462705577,50181479,http://steakst.com/,steakst.com,,
2026-04-30,ONETWOONE CAFÉ,Coffee/Tea,Brooklyn,121,Ralph Avenue,11221,7189130277,50182064,http://www.onetwoonecafe.com/,onetwoonecafe.com,,
2026-04-30,MCDONALD'S,Hamburgers,Manhattan,824,3 Avenue,10022,9147434484,50183892,https://www.mcdonalds.com/us/en-us/location/NY/NEW-YORK/824-3RD-AVENUE-50TH-ST/17631.html?cid=RF:YXT:GMB::Clicks,mcdonalds.com,,
2026-04-30,PATTIN',New American,Manhattan,242,West   49 Street,10019,2122923171,50178751,https://www.pattinnyc.com/,pattinnyc.com,,
2026-04-30,JUDY,Korean,Manhattan,380,5 Avenue,10018,2126438785,50049260,,,,
2026-04-30,LITTLE CUPCAKE BAKESHOP,Bakery Products/Desserts,Manhattan,270,Bleecker Street,10014,2122439900,50175657,https://www.littlecupcakebakeshop.com/,littlecupcakebakeshop.com,,
2026-04-30,THEY SAY THAT,Thai,Brooklyn,615,Wilson Avenue,11207,3476776610,50178912,,,,
2026-04-30,AL REEF BAKERY & RESTAURANT,Middle Eastern,Brooklyn,7905,5 Avenue,11209,7189280000,50176023,https://alreefbakeryandrestaurant.com/,alreefbakeryandrestaurant.com,,
2026-04-30,PARK ROSE,Italian,Manhattan,444,Park Avenue South,10016,5513455118,50179759,https://www.parkrosenyc.com/,parkrosenyc.com,,
2026-04-29,Client Center,American,Manhattan,270,Park Avenue,10017,9175312269,50172020,https://www.jpmorganchase.com/,jpmorganchase.com,,
2026-04-29,BLANK STREET,Coffee/Tea,Manhattan,442,6 Avenue,10011,9174122680,50173818,http://blankstreet.com/,blankstreet.com,,
2026-04-29,EXECUTIVE DINING ROOM,American,Manhattan,388,Greenwich Street,10013,2125199422,50176243,,,,
2026-04-29,BUB'S BAKERY,Coffee/Tea,Manhattan,325,Lafayette Street,10012,8622924445,50176854,http://www.bubsbakery.com/,bubsbakery.com,,
2026-04-29,JOY'S CAFE,Chinese,Manhattan,60,Bayard Street,10013,6466092331,50181932,https://www.joyscafenyc.com/,joyscafenyc.com,,
2026-04-29,KITH,American,Manhattan,337,Lafayette Street,10012,9174591305,50170690,https://kith.com/pages/kith-manhattan,kith.com,,
2026-04-29,MIKADO,Japanese,Brooklyn,931,Manhattan Avenue,11222,7183010571,50176388,https://newmikadonyc.com/,newmikadonyc.com,,
2026-04-29,SOMETHING GREEN,American,Manhattan,39,West   23 Street,10010,9174426903,50177051,https://www.somethingreen.com/,somethingreen.com,,
2026-04-29,PROFIT CHINESE RESTAURANT,Chinese,Manhattan,643,2 Avenue,10016,9173868863,50181860,http://www.profitchinese.com/,profitchinese.com,,
2026-04-29,SHO TSE,Eastern European,Manhattan,120,Christopher Street,10014,6465298339,50149500,https://www.instagram.com/shotse_nyc/,instagram.com,,
2026-04-29,MAMALI,Eastern European,Manhattan,70,Christopher Street,10014,9298998098,50168021,https://mamalinyc.com/,mamalinyc.com,,
2026-04-29,COOL SIPS,Coffee/Tea,Manhattan,156,Sullivan Street,10012,9176995539,50173112,https://www.coolsips.love/,coolsips.love,,
2026-04-29,TUTT HEIGHTS,Middle Eastern,Brooklyn,47,Hicks Street,11201,7187227777,50177016,http://www.ordertuttcafe.com/,ordertuttcafe.com,,
2026-04-29,FRIDA'S,Mexican,Brooklyn,1264,Myrtle Avenue,11221,9293466005,50182857,https://fridasbushwickny.com/,fridasbushwickny.com,,
